State,Year,Quarter,District,Transaction_count,Transaction_amount
Karnataka,2019,3,Bengaluru Rural,3070784,4619041821.916123
Karnataka,2019,3,Raichur,983058,1951946628.543832
Karnataka,2019,3,Chamarajanagara,290920,522262756.81006193
Karnataka,2019,3,Dakshina Kannada,3129205,4761473404.878738
Karnataka,2019,3,Hassan,941322,1927647326.569698
Karnataka,2019,3,Dharwad,3529480,4405498989.367172
Karnataka,2019,3,Shivamogga,1158823,1817498335.369549
Karnataka,2019,3,Udupi,707717,912774613.24923
Karnataka,2019,3,Gadag,468612,756916365.9954008
Karnataka,2019,4,Mysuru,6009700,8812951678.185421
Karnataka,2019,4,Chitradurga,1067103,2002316772.868118
Karnataka,2019,4,Kalaburagi,1798526,3564569593.554303
Karnataka,2019,4,Ramanagara,1984361,3325299266.778009
Karnataka,2019,4,Mandya,1649217,3229657460.81484
Karnataka,2019,4,Kodagu,431268,720368458.7957823
Karnataka,2019,4,Chikkamagaluru,808717,1380891787.532182
Karnataka,2019,4,Haveri,646052,1195895752.7241912
Karnataka,2019,4,Ballari,3167702,5649113297.43831
Karnataka,2019,4,Belagavi,3807962,5664222342.192615
Karnataka,2019,4,Kolar,2360285,4256924114.1601815
Karnataka,2019,4,Uttara Kannada,922743,1403249288.8339632
Karnataka,2019,4,Tumakuru,2873750,4751005895.145699
Karnataka,2019,4,Yadgir,469575,1170814340.5490122
Karnataka,2019,4,Bengaluru Urban,180458808,199966708446.8142
Karnataka,2019,4,Chikkaballapura,1570925,3159592090.231926
Karnataka,2019,4,Davanagere,2063312,3345622513.65398
Karnataka,2019,4,Bagalkote,1294034,2292815308.755463
Karnataka,2019,4,Vijayapura,1705336,3251735280.345185
Karnataka,2019,4,Koppal,828400,1661869404.8229642
Karnataka,2019,4,Bidar,1354884,2910548028.0352693
Karnataka,2019,4,Bengaluru Rural,4458453,6512032486.840271
Karnataka,2019,4,Raichur,1490992,3050353281.9992237
Karnataka,2019,4,Chamarajanagara,410150,784422903.3923473
Karnataka,2019,4,Dakshina Kannada,4307358,6266562292.312676
Karnataka,2019,4,Hassan,1386630,2890517586.098419
Karnataka,2019,4,Dharwad,4934246,6425417517.094139
Karnataka,2019,4,Shivamogga,1782120,2820880194.725874
Karnataka,2019,4,Udupi,1073447,1392442535.919814
Karnataka,2019,4,Gadag,680196,1188343526.612237
Karnataka,2020,1,Mysuru,8069105,13036685203.223091
Karnataka,2020,1,Chitradurga,1429747,2626154899.977052
Karnataka,2020,1,Kalaburagi,2328594,4631840960.1782255
Karnataka,2020,1,Ramanagara,2539779,4245435911.3876705
Karnataka,2020,1,Mandya,2204678,4312506529.5597
Karnataka,2020,1,Kodagu,506914,892550887.3595694
Karnataka,2020,1,Chikkamagaluru,959731,1660570854.450953
Karnataka,2020,1,Haveri,877565,1597337190.2603621
Karnataka,2020,1,Ballari,3903343,7053379784.876897
Karnataka,2020,1,Belagavi,4316092,6363752952.026526
Karnataka,2020,1,Kolar,3093003,5550612726.131468
Karnataka,2020,1,Uttara Kannada,1040619,1583481410.974335
Karnataka,2020,1,Tumakuru,3872833,6659223682.826368
Karnataka,2020,1,Yadgir,652496,1622925509.814738
Karnataka,2020,1,Bengaluru Urban,200174352,231970686013.75278
Karnataka,2020,1,Chikkaballapura,2047103,4013876477.4404044
Karnataka,2020,1,Davanagere,2704786,4892688445.76934
Karnataka,2020,1,Bagalkote,1612647,2848817825.085837
Karnataka,2020,1,Vijayapura,2114247,3966541860.632555
Karnataka,2020,1,Koppal,1133585,2209262842.626777
Karnataka,2020,1,Bidar,1808853,3723442388.449338
Karnataka,2020,1,Bengaluru Rural,5260930,7794174929.658327
Karnataka,2020,1,Raichur,1924790,3941437359.3411713
Karnataka,2020,1,Chamarajanagara,553272,1029877709.82439
Karnataka,2020,1,Dakshina Kannada,4233207,7157456163.571186
Karnataka,2020,1,Hassan,1812274,3716555553.174236
Karnataka,2020,1,Dharwad,5171963,6715983685.589501
Karnataka,2020,1,Shivamogga,2394183,4229300190.9267173
Karnataka,2020,1,Udupi,1399840,1843787355.1339333
Karnataka,2020,1,Gadag,893359,1511707695.3671951
Karnataka,2020,2,Mysuru,7184930,13106859536.05784
Karnataka,2020,2,Chitradurga,2118154,3711671026.8472037
Karnataka,2020,2,Kalaburagi,3019911,6189980486.812849
Karnataka,2020,2,Ramanagara,2814041,4746064695.434831
Karnataka,2020,2,Mandya,2804235,5215911416.961924
Karnataka,2020,2,Kodagu,640336,1015841839.584493
Karnataka,2020,2,Chikkamagaluru,1376548,2254645075.463206
Karnataka,2020,2,Haveri,1232235,2208795764.1573606
Karnataka,2020,2,Ballari,4733742,8629333001.029207
Karnataka,2020,2,Belagavi,4972764,8395766920.028915
Karnataka,2020,2,Kolar,3965696,6790159344.716665
Karnataka,2020,2,Uttara Kannada,1401701,1912236201.3327281
Karnataka,2020,2,Tumakuru,4836880,8510119360.526954
Karnataka,2020,2,Yadgir,996282,2425403532.3360863
Karnataka,2020,2,Bengaluru Urban,132120979,176357097466.7659
Karnataka,2020,2,Chikkaballapura,2650503,4966625322.511407
Karnataka,2020,2,Davanagere,3025086,5508343020.299786
Karnataka,2020,2,Bagalkote,2110909,4002269578.80992
Karnataka,2020,2,Vijayapura,2779449,5624135328.809128
Karnataka,2020,2,Koppal,1520618,2917566000.189114
Karnataka,2020,2,Bidar,2721584,5080725120.068466
Karnataka,2020,2,Bengaluru Rural,4985176,7327672246.467525
Karnataka,2020,2,Raichur,2539004,5656069355.298939
Karnataka,2020,2,Chamarajanagara,810039,1319001489.301943
Karnataka,2020,2,Dakshina Kannada,3531912,6376675751.895021
Karnataka,2020,2,Hassan,2466013,4597170471.807137
Karnataka,2020,2,Dharwad,4199998,6626617210.413645
Karnataka,2020,2,Shivamogga,3119744,5814372127.285876
Karnataka,2020,2,Udupi,1422997,1890958755.877011
Karnataka,2020,2,Gadag,1120246,1926789573.049576
Karnataka,2020,3,Mysuru,9675261,17597207367.35011
Karnataka,2020,3,Chitradurga,2668335,5093059094.127508
Karnataka,2020,3,Kalaburagi,3985999,8540463933.472765
Karnataka,2020,3,Ramanagara,3857792,6868892174.870599
Karnataka,2020,3,Mandya,3414341,7045696607.512827
Karnataka,2020,3,Kodagu,864653,1484649695.232455
Karnataka,2020,3,Chikkamagaluru,1770575,3204755845.405322
Karnataka,2020,3,Haveri,1610868,2997480441.814833
Karnataka,2020,3,Ballari,6483038,12217179442.791111
Karnataka,2020,3,Belagavi,7078363,12764674160.44711
Karnataka,2020,3,Kolar,5319243,10255312905.94818
Karnataka,2020,3,Uttara Kannada,1739526,2695792104.714691
Karnataka,2020,3,Tumakuru,6090300,11453537750.655708
Karnataka,2020,3,Yadgir,1187896,2891471242.1437573
Karnataka,2020,3,Bengaluru Urban,188947684,261095181780.0901
Karnataka,2020,3,Chikkaballapura,3502237,7428337958.70154
Karnataka,2020,3,Davanagere,5205295,10283937898.61303
Karnataka,2020,3,Bagalkote,2852266,5776387765.783536
Karnataka,2020,3,Vijayapura,3761144,8003746941.635164
Karnataka,2020,3,Koppal,2037116,4024163868.9327292
Karnataka,2020,3,Bidar,3305705,6687478292.352659
Karnataka,2020,3,Bengaluru Rural,7596076,11770793408.19216
Karnataka,2020,3,Raichur,3282229,7181366788.459692
Karnataka,2020,3,Chamarajanagara,931206,1800992219.524947
Karnataka,2020,3,Dakshina Kannada,5509516,10219448161.55705
Karnataka,2020,3,Hassan,3100603,6405222177.7529955
Karnataka,2020,3,Dharwad,6653211,10834407900.60387
Karnataka,2020,3,Shivamogga,4533533,8599350580.43852
Karnataka,2020,3,Udupi,1879859,2765993461.281321
Karnataka,2020,3,Gadag,1516661,2753533726.27555
Karnataka,2020,4,Mysuru,14314966,24721321665.94515
Karnataka,2020,4,Chitradurga,3837391,7600991609.367609
Karnataka,2020,4,Kalaburagi,6040954,12627718005.27601
Karnataka,2020,4,Ramanagara,5702541,10176732532.12098
Karnataka,2020,4,Mandya,4908339,10250617415.24653
Karnataka,2020,4,Kodagu,1378387,2414955954.59996
Karnataka,2020,4,Chikkamagaluru,2641832,4992605338.457241
Karnataka,2020,4,Haveri,2426895,4543883457.159707
Karnataka,2020,4,Ballari,9772557,18739492904.576572
Karnataka,2020,4,Belagavi,10147281,18131720291.44362
Karnataka,2020,4,Kolar,7877407,14873069326.11691
Karnataka,2020,4,Uttara Kannada,2667563,4460758062.022853
Karnataka,2020,4,Tumakuru,8893778,16914412572.22433
Karnataka,2020,4,Yadgir,1767141,4394551584.79969
Karnataka,2020,4,Bengaluru Urban,267720411,352536741958.4486
Karnataka,2020,4,Chikkaballapura,4952668,10592481164.6092
Karnataka,2020,4,Davanagere,7262656,14015672346.829771
Karnataka,2020,4,Bagalkote,4166298,8472795712.3595915
Karnataka,2020,4,Vijayapura,5433260,11453048337.93993
Karnataka,2020,4,Koppal,3144655,6272905723.29322
Karnataka,2020,4,Bidar,4874329,10175605486.38469
Karnataka,2020,4,Bengaluru Rural,11780762,18175304366.257153
Karnataka,2020,4,Raichur,4812779,10512812486.90511
Karnataka,2020,4,Chamarajanagara,1419599,2862512344.89718
Karnataka,2020,4,Dakshina Kannada,7794258,13295138020.86674
Karnataka,2020,4,Hassan,4590150,9743350925.375175
Karnataka,2020,4,Dharwad,9872445,15011234195.503431
Karnataka,2020,4,Shivamogga,6063929,11470058678.18498
Karnataka,2020,4,Udupi,3017320,4525865271.0571995
Karnataka,2020,4,Gadag,2254433,4078340826.749055
Karnataka,2021,1,Mysuru,17089151,28183406863.66486
Karnataka,2021,1,Chitradurga,3714510,7565985784.453019
Karnataka,2021,1,Kalaburagi,6439886,13881496062.28666
Karnataka,2021,1,Ramanagara,5830609,10303526389.686378
Karnataka,2021,1,Mandya,5158134,10841975091.163109
Karnataka,2021,1,Kodagu,1380725,2645865957.006945
Karnataka,2021,1,Chikkamagaluru,2605701,5185000583.956051
Karnataka,2021,1,Haveri,2390787,4651874088.262499
Karnataka,2021,1,Ballari,9904822,18837260510.48218
Karnataka,2021,1,Belagavi,10602642,18931041051.057922
Karnataka,2021,1,Kolar,7957144,14724582470.43729
Karnataka,2021,1,Uttara Kannada,2580942,4520088579.643313
Karnataka,2021,1,Tumakuru,9386009,17694897997.48607
Karnataka,2021,1,Yadgir,1755607,4623935210.174469
Karnataka,2021,1,Bengaluru Urban,348712787,432401341231.767
Karnataka,2021,1,Chikkaballapura,5027581,10585085072.14928
Karnataka,2021,1,Davanagere,9322884,17155680177.78376
Karnataka,2021,1,Bagalkote,4033439,8239831522.642423
Karnataka,2021,1,Vijayapura,5145667,11170578518.36837
Karnataka,2021,1,Koppal,3042763,6139670045.277093
Karnataka,2021,1,Bidar,5209226,10925907352.23449
Karnataka,2021,1,Bengaluru Rural,12387231,18735722156.72461
Karnataka,2021,1,Raichur,4719196,10717943675.71631
Karnataka,2021,1,Chamarajanagara,1380973,2890358122.602378
Karnataka,2021,1,Dakshina Kannada,9626991,15430015647.49452
Karnataka,2021,1,Hassan,4852456,10472109758.71391
Karnataka,2021,1,Dharwad,11396406,16320416665.27951
Karnataka,2021,1,Shivamogga,6961180,12979261424.24398
Karnataka,2021,1,Udupi,2999356,4318595833.417577
Karnataka,2021,1,Gadag,2182687,3921903568.216193
Karnataka,2021,2,Mysuru,17372316,30853150362.62557
Karnataka,2021,2,Chitradurga,4896289,9780802178.160032
Karnataka,2021,2,Kalaburagi,8337112,17652070457.627487
Karnataka,2021,2,Ramanagara,6647943,12386904951.91838
Karnataka,2021,2,Mandya,6206906,13463242356.880371
Karnataka,2021,2,Kodagu,1492581,2767308186.897503
Karnataka,2021,2,Chikkamagaluru,3111459,6149407549.81893
Karnataka,2021,2,Haveri,3110220,6197739534.751736
Karnataka,2021,2,Ballari,11601049,23117810388.09654
Karnataka,2021,2,Belagavi,12215950,23772477631.26698
Karnataka,2021,2,Kolar,9352225,17435526726.61021
Karnataka,2021,2,Uttara Kannada,2905076,5000306105.601377
Karnataka,2021,2,Tumakuru,10841529,21263359141.53496
Karnataka,2021,2,Yadgir,2452409,6281841237.85188
Karnataka,2021,2,Bengaluru Urban,326804307,444422398357.6775
Karnataka,2021,2,Chikkaballapura,6109863,12849313743.8045
Karnataka,2021,2,Davanagere,11241732,21560667430.36194
Karnataka,2021,2,Bagalkote,4997178,10550185654.53331
Karnataka,2021,2,Vijayapura,6396225,14538509045.27312
Karnataka,2021,2,Koppal,4159197,8437126899.1625805
Karnataka,2021,2,Bidar,6915969,13527998469.212961
Karnataka,2021,2,Bengaluru Rural,12594743,19987071189.389824
Karnataka,2021,2,Raichur,5962067,14265747344.59859
Karnataka,2021,2,Chamarajanagara,1805479,3528159373.134807
Karnataka,2021,2,Dakshina Kannada,10734091,18919204047.50371
Karnataka,2021,2,Hassan,5982873,12792200404.234379
Karnataka,2021,2,Dharwad,11462786,18982715974.0801
Karnataka,2021,2,Shivamogga,8867928,17168519411.926352
Karnataka,2021,2,Udupi,3271925,5054042664.029269
Karnataka,2021,2,Gadag,2799619,5181344411.4823885
Karnataka,2021,3,Mysuru,25045268,42793900020.64541
Karnataka,2021,3,Chitradurga,6231545,12308859087.12011
Karnataka,2021,3,Kalaburagi,10665776,20950668881.30024
Karnataka,2021,3,Ramanagara,8835685,15882834743.062681
Karnataka,2021,3,Mandya,7929522,16634412671.450672
Karnataka,2021,3,Kodagu,2090601,3866527644.3690343
Karnataka,2021,3,Chikkamagaluru,4321253,8373702713.439055
Karnataka,2021,3,Haveri,4071322,7598806899.828201
Karnataka,2021,3,Ballari,15360429,28402193277.23892
Karnataka,2021,3,Belagavi,17022354,30762343874.29098
Karnataka,2021,3,Kolar,12345736,22985772793.696873
Karnataka,2021,3,Uttara Kannada,3997228,6788107042.030696
Karnataka,2021,3,Tumakuru,14242057,27175810122.44619
Karnataka,2021,3,Yadgir,2968202,7164867020.2817955
Karnataka,2021,3,Bengaluru Urban,476485560,626123198813.8513
Karnataka,2021,3,Chikkaballapura,7969287,16926839574.708672
Karnataka,2021,3,Davanagere,15967687,28564688330.342182
Karnataka,2021,3,Bagalkote,6681929,13216790982.37914
Karnataka,2021,3,Vijayapura,8525361,17965404016.832653
Karnataka,2021,3,Koppal,5371719,10331849991.77075
Karnataka,2021,3,Bidar,8687234,16065409114.533962
Karnataka,2021,3,Bengaluru Rural,18220951,28063157056.12936
Karnataka,2021,3,Raichur,7622542,16847864115.93338
Karnataka,2021,3,Chamarajanagara,2245885,4612190943.282971
Karnataka,2021,3,Dakshina Kannada,15180931,25279637809.21226
Karnataka,2021,3,Hassan,7941626,16403399916.30698
Karnataka,2021,3,Dharwad,17187010,26053988751.02021
Karnataka,2021,3,Shivamogga,12112810,22070915047.78282
Karnataka,2021,3,Udupi,4312053,6508822562.961538
Karnataka,2021,3,Gadag,3656976,6511775339.361624
Karnataka,2021,4,Mysuru,31839861,52946045330.896385
Karnataka,2021,4,Chitradurga,7474376,14560428980.08201
Karnataka,2021,4,Kalaburagi,13349587,26451488965.63411
Karnataka,2021,4,Ramanagara,10827530,18992856972.66629
Karnataka,2021,4,Mandya,9802476,20006664449.04356
Karnataka,2021,4,Kodagu,2826193,5100881378.425953
Karnataka,2021,4,Chikkamagaluru,5505712,10518135301.355188
Karnataka,2021,4,Haveri,4957707,9220800926.195599
Karnataka,2021,4,Ballari,18819499,34087192109.87003
Karnataka,2021,4,Belagavi,22398086,39314016545.15853
Karnataka,2021,4,Kolar,14712839,26179750345.18042
Karnataka,2021,4,Uttara Kannada,5249512,9102945420.969872
Karnataka,2021,4,Tumakuru,17549961,32086008651.86034
Karnataka,2021,4,Yadgir,3619421,8475580979.299593
Karnataka,2021,4,Bengaluru Urban,584958847,755926042210.8082
Karnataka,2021,4,Chikkaballapura,9562085,19411029582.91738
Karnataka,2021,4,Davanagere,19885521,34700043233.80145
Karnataka,2021,4,Bagalkote,8508880,16264812662.15533
Karnataka,2021,4,Vijayapura,10780905,21912610698.28541
Karnataka,2021,4,Koppal,6635768,12492370832.956041
Karnataka,2021,4,Bidar,10187097,19817202480.15258
Karnataka,2021,4,Bengaluru Rural,22522389,33858680417.976254
Karnataka,2021,4,Raichur,9278851,19356588626.5687
Karnataka,2021,4,Chamarajanagara,2746927,5552756929.955185
Karnataka,2021,4,Dakshina Kannada,19368239,31520554624.570152
Karnataka,2021,4,Hassan,10464484,20595035689.58944
Karnataka,2021,4,Dharwad,21979264,32561017319.9235
Karnataka,2021,4,Shivamogga,15695558,27830702801.55013
Karnataka,2021,4,Udupi,5829250,8949815675.052809
Karnataka,2021,4,Gadag,4388613,7679264206.975709
Karnataka,2022,1,Mysuru,37083502,61822430173.66279
Karnataka,2022,1,Chitradurga,8840295,17387118905.4901
Karnataka,2022,1,Kalaburagi,16255757,31752677807.21394
Karnataka,2022,1,Ramanagara,12677561,22088643583.77496
Karnataka,2022,1,Mandya,11788401,24060082945.76444
Karnataka,2022,1,Kodagu,3432505,6646574029.357061
Karnataka,2022,1,Chikkamagaluru,6600446,12915229702.858978
Karnataka,2022,1,Haveri,6004637,11265090071.92994
Karnataka,2022,1,Ballari,21654672,38400067163.88623
Karnataka,2022,1,Belagavi,26878240,46658421651.21534
Karnataka,2022,1,Kolar,16843681,29992517346.89037
Karnataka,2022,1,Uttara Kannada,6073557,10544067403.534021
Karnataka,2022,1,Tumakuru,20649123,37948656148.62866
Karnataka,2022,1,Yadgir,4406744,10462830367.372799
Karnataka,2022,1,Bengaluru Urban,648380838,837938769153.0939
Karnataka,2022,1,Chikkaballapura,11172675,22098064888.87383
Karnataka,2022,1,Davanagere,22581033,39050377360.957146
Karnataka,2022,1,Bagalkote,10124765,18494582236.41397
Karnataka,2022,1,Vijayapura,12863787,24932106998.528736
Karnataka,2022,1,Koppal,7931539,14483139066.46916
Karnataka,2022,1,Bidar,12375594,22960981363.088814
Karnataka,2022,1,Bengaluru Rural,25383239,38366097407.824936
Karnataka,2022,1,Raichur,11003927,23404274257.141487
Karnataka,2022,1,Chamarajanagara,3366450,6913976350.923538
Karnataka,2022,1,Dakshina Kannada,23170221,37851830234.15874
Karnataka,2022,1,Hassan,12843322,25671185335.18034
Karnataka,2022,1,Dharwad,25761398,37328868895.055
Karnataka,2022,1,Shivamogga,19949316,36172162298.55464
Karnataka,2022,1,Udupi,6634616,10288136700.68377
Karnataka,2022,1,Gadag,5123566,8750528457.344032
Karnataka,2022,2,Mysuru,44272976,71755017847.05061
Karnataka,2022,2,Chitradurga,10700572,20208472585.33092
Karnataka,2022,2,Kalaburagi,19784596,37138279677.46423
Karnataka,2022,2,Ramanagara,15245758,26816373100.03969
Karnataka,2022,2,Mandya,14343600,28867594359.292023
Karnataka,2022,2,Kodagu,4177322,7565443848.449671
Karnataka,2022,2,Chikkamagaluru,8024667,15036115690.78202
Karnataka,2022,2,Haveri,7254524,13257194848.14084
Karnataka,2022,2,Ballari,25715246,43733106040.42187
Karnataka,2022,2,Belagavi,32214940,54330716392.873276
Karnataka,2022,2,Kolar,19566690,35399778574.45959
Karnataka,2022,2,Uttara Kannada,7039036,11973278366.37359
Karnataka,2022,2,Tumakuru,24528653,44297419510.10812
Karnataka,2022,2,Yadgir,5520410,12375236867.62401
Karnataka,2022,2,Bengaluru Urban,786978117,1013933810932.2711
Karnataka,2022,2,Chikkaballapura,13199482,26798287983.128838
Karnataka,2022,2,Davanagere,28378650,46910152646.48254
Karnataka,2022,2,Bagalkote,12292030,21543677830.774693
Karnataka,2022,2,Vijayapura,15497828,29343153102.38529
Karnataka,2022,2,Koppal,10029526,17390091876.71174
Karnataka,2022,2,Bidar,15103994,27016319518.501
Karnataka,2022,2,Bengaluru Rural,29552291,45049848699.91368
Karnataka,2022,2,Raichur,13465552,27197767201.22018
Karnataka,2022,2,Chamarajanagara,4177168,8011329768.322524
Karnataka,2022,2,Dakshina Kannada,26596843,43058171123.94547
Karnataka,2022,2,Hassan,15347412,29316180031.946102
Karnataka,2022,2,Dharwad,30334488,44220634322.54169
Karnataka,2022,2,Shivamogga,24024769,42192013838.99083
Karnataka,2022,2,Udupi,7786229,11968816664.61894
Karnataka,2022,2,Gadag,6295591,10441830809.06196
Karnataka,2022,3,Mysuru,40705541,62142656687.51495
Karnataka,2022,3,Chitradurga,10645515,18816797147.7333
Karnataka,2022,3,Kalaburagi,20345468,34468548524.63291
Karnataka,2022,3,Ramanagara,15252860,24917635086.46713
Karnataka,2022,3,Mandya,14529761,27652425871.34837
Karnataka,2022,3,Kodagu,3756864,6211450943.385446
Karnataka,2022,3,Chikkamagaluru,8118417,13904227857.055332
Karnataka,2022,3,Haveri,7691043,12602269794.28848
Karnataka,2022,3,Ballari,25020296,39977029009.67139
Karnataka,2022,3,Belagavi,30506760,47452586439.87804
Karnataka,2022,3,Kolar,19634287,34773465329.384254
Karnataka,2022,3,Uttara Kannada,6851164,10582287506.90386
Karnataka,2022,3,Tumakuru,24310727,41225194542.91735
Karnataka,2022,3,Yadgir,5434554,10954971886.095982
Karnataka,2022,3,Bengaluru Urban,738035161,930886457807.8191
Karnataka,2022,3,Chikkaballapura,13185890,26027691612.46505
Karnataka,2022,3,Davanagere,16814000,26646939915.55822
Karnataka,2022,3,Bagalkote,12090911,19422333597.546112
Karnataka,2022,3,Vijayapura,15584088,26736978830.775078
Karnataka,2022,3,Koppal,9948188,15884067510.356691
Karnataka,2022,3,Bidar,15717179,25448600189.833233
Karnataka,2022,3,Bengaluru Rural,29738665,43852997173.89527
Karnataka,2022,3,Raichur,13272269,24600810301.99743
Karnataka,2022,3,Chamarajanagara,4335006,7956137338.000944
Karnataka,2022,3,Dakshina Kannada,17248777,25239674044.223103
Karnataka,2022,3,Hassan,15366670,27360185921.83621
Karnataka,2022,3,Dharwad,25927571,34230149717.13926
Karnataka,2022,3,Shivamogga,15974774,25663783169.57721
Karnataka,2022,3,Udupi,7695387,11043120655.65159
Karnataka,2022,3,Gadag,6023535,9236758197.071215
Karnataka,2022,4,Mysuru,44057659,67004180524.31279
Karnataka,2022,4,Chitradurga,11603531,20575182885.91857
Karnataka,2022,4,Kalaburagi,22515278,37601225202.67351
Karnataka,2022,4,Ramanagara,16729830,26462503793.5355
Karnataka,2022,4,Mandya,16082429,30249005906.885822
Karnataka,2022,4,Kodagu,4395090,7370333319.586555
Karnataka,2022,4,Chikkamagaluru,9547252,16304151824.76296
Karnataka,2022,4,Haveri,8622172,14092113266.321981
Karnataka,2022,4,Ballari,27273315,44205335947.441055
Karnataka,2022,4,Belagavi,36557938,56335376307.967834
Karnataka,2022,4,Kolar,20890491,35826431858.45456
Karnataka,2022,4,Uttara Kannada,8700136,13625913466.52123
Karnataka,2022,4,Tumakuru,27089373,45262565516.08911
Karnataka,2022,4,Yadgir,6217448,12205110759.17209
Karnataka,2022,4,Bengaluru Urban,876647100,1092079302011.888
Karnataka,2022,4,Chikkaballapura,14245515,27341471911.9961
Karnataka,2022,4,Davanagere,16964566,27299396607.14299
Karnataka,2022,4,Bagalkote,13610551,21729430694.885933
Karnataka,2022,4,Vijayapura,17470241,29483315553.685482
Karnataka,2022,4,Koppal,11035753,18160316484.48465
Karnataka,2022,4,Bidar,17395190,28937118123.55844
Karnataka,2022,4,Bengaluru Rural,32555311,46931010610.966484
Karnataka,2022,4,Raichur,14690606,26973026231.77952
Karnataka,2022,4,Chamarajanagara,5183720,9398487368.420757
Karnataka,2022,4,Dakshina Kannada,20604812,30207470651.06229
Karnataka,2022,4,Hassan,17267008,30785005624.73557
Karnataka,2022,4,Dharwad,27717085,36289207502.73111
Karnataka,2022,4,Shivamogga,17761137,28561731845.16182
Karnataka,2022,4,Udupi,8818675,12891286924.60652
Karnataka,2022,4,Gadag,6661159,10329614180.904041
Karnataka,2023,1,Mysuru,69476703,102081266965.0
Karnataka,2023,1,Chitradurga,20380756,35025857004.0
Karnataka,2023,1,Kalaburagi,38475891,62736086592.0
Karnataka,2023,1,Ramanagara,28780586,44644046339.0
Karnataka,2023,1,Mandya,27582297,51089871879.00001
Karnataka,2023,1,Kodagu,6979758,11971454409.0
Karnataka,2023,1,Chikkamagaluru,15839053,27060799644.999996
Karnataka,2023,1,Haveri,14231228,22538872814.0
Karnataka,2023,1,Ballari,47163373,72409426251.0
Karnataka,2023,1,Belagavi,57532745,85400137021.0
Karnataka,2023,1,Kolar,35751853,58784650749.0
Karnataka,2023,1,Uttara Kannada,13959083,21172992938.0
Karnataka,2023,1,Tumakuru,46279091,75621295866.0
Karnataka,2023,1,Yadgir,10725856,20480356589.0
Karnataka,2023,1,Bengaluru Urban,1012347596,1167307214747.0
Karnataka,2023,1,Chikkaballapura,24880755,44641967762.0
Karnataka,2023,1,Davanagere,29174096,45441952270.0
Karnataka,2023,1,Bagalkote,23590774,35925148798.0
Karnataka,2023,1,Vijayapura,29335797,47696820115.00001
Karnataka,2023,1,Koppal,18446482,28725236069.000004
Karnataka,2023,1,Bidar,28500777,45275019282.99999
Karnataka,2023,1,Bengaluru Rural,55822209,78255906228.0
Karnataka,2023,1,Raichur,25226450,44662941986.0
Karnataka,2023,1,Chamarajanagara,8356400,14798033390.0
Karnataka,2023,1,Dakshina Kannada,28042766,38918432493.0
Karnataka,2023,1,Hassan,29363015,51825912725.0
Karnataka,2023,1,Dharwad,45285470,55712206587.0
Karnataka,2023,1,Shivamogga,27921980,43693997730.99999
Karnataka,2023,1,Udupi,13989107,19800656762.0
Karnataka,2023,1,Gadag,11255242,16528664310.0
Karnataka,2023,2,Mysuru,77947993,113330745472.0
Karnataka,2023,2,Chitradurga,23334593,39223910016.0
Karnataka,2023,2,Kalaburagi,43949529,70012762190.0
Karnataka,2023,2,Ramanagara,32862792,51075547444.0
Karnataka,2023,2,Mandya,31084437,57074017376.0
Karnataka,2023,2,Kodagu,8116662,13617990835.0
Karnataka,2023,2,Chikkamagaluru,18304032,30725618449.0
Karnataka,2023,2,Haveri,16217717,25722797319.0
Karnataka,2023,2,Ballari,54078814,82833769907.00002
Karnataka,2023,2,Belagavi,64222081,94029814125.00002
Karnataka,2023,2,Kolar,40150506,66342513839.0
Karnataka,2023,2,Uttara Kannada,15871013,24133103294.999996
Karnataka,2023,2,Tumakuru,52028144,84493652590.0
Karnataka,2023,2,Yadgir,12415657,23817528462.0
Karnataka,2023,2,Bengaluru Urban,1124713207,1308665877658.0
Karnataka,2023,2,Chikkaballapura,27484712,50348133405.00001
Karnataka,2023,2,Davanagere,33703063,51720330859.0
Karnataka,2023,2,Bagalkote,26637726,40225793749.0
Karnataka,2023,2,Vijayapura,33888784,54838017587.0
Karnataka,2023,2,Koppal,21758844,33330011295.0
Karnataka,2023,2,Bidar,32261599,50880102840.0
Karnataka,2023,2,Bengaluru Rural,61918811,87017798673.00002
Karnataka,2023,2,Raichur,29249226,52057148884.0
Karnataka,2023,2,Chamarajanagara,9768864,16631452734.0
Karnataka,2023,2,Dakshina Kannada,30922936,43134422701.0
Karnataka,2023,2,Hassan,33532364,57299647893.0
Karnataka,2023,2,Dharwad,50253304,62911792502.0
Karnataka,2023,2,Shivamogga,32038521,49719581487.0
Karnataka,2023,2,Udupi,15889871,23083412358.0
Karnataka,2023,2,Gadag,13261724,19301802886.0
Karnataka,2023,3,Mysuru,88357040,123540038949.00002
Karnataka,2023,3,Chitradurga,26654594,41994132923.0
Karnataka,2023,3,Kalaburagi,50402491,72792592574.0
Karnataka,2023,3,Ramanagara,37497619,53619456139.0
Karnataka,2023,3,Mandya,35552744,61264788393.0
Karnataka,2023,3,Kodagu,8652699,13293966018.0
Karnataka,2023,3,Chikkamagaluru,20947604,32208322907.999996
Karnataka,2023,3,Haveri,18613145,26546619154.0
Karnataka,2023,3,Ballari,61692758,85332155838.0
Karnataka,2023,3,Belagavi,71792429,97349683787.0
Karnataka,2023,3,Kolar,46832326,74138419859.0
Karnataka,2023,3,Uttara Kannada,16663388,22965778977.000004
